movieId,tmdbId,title_x,genres,director,top_cast
3173,9563,Any Given Sunday (1999),Drama,,
3174,1850,Man on the Moon (1999),Comedy Drama,,
3175,926,Galaxy Quest (1999),Adventure Comedy Sci-Fi,,
3176,1213,"Talented Mr. Ripley, The (1999)",Drama Mystery Thriller,,
3177,10471,Next Friday (2000),Comedy,,
3178,10400,"Hurricane, The (1999)",Drama,,
3179,10397,Angela's Ashes (1999),Drama,,
3185,10219,Snow Falling on Cedars (1999),Drama,,
3186,3558,"Girl, Interrupted (1999)",Drama,,
3189,17908,My Dog Skip (1999),Children Drama,,
3190,10384,Supernova (2000),Adventure Sci-Fi Thriller,,
3204,16241,"Boys from Brazil, The (1978)",Action Mystery Thriller,,
3208,9644,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action Comedy,,
3210,13342,Fast Times at Ridgemont High (1982),Comedy Drama Romance,,
3225,10472,Down to You (2000),Comedy Romance,,
3238,18681,Eye of the Beholder (1999),Thriller,,
3240,20468,"Big Tease, The (1999)",Comedy,,
3246,1883,Malcolm X (1992),Drama,,
3250,7305,Alive (1993),Drama,,
3253,8872,Wayne's World (1992),Comedy,,
3255,11287,"League of Their Own, A (1992)",Comedy Drama,,
3256,9869,Patriot Games (1992),Action Crime Drama Thriller,,
3257,619,"Bodyguard, The (1992)",Drama Romance Thriller,,
3258,9374,Death Becomes Her (1992),Comedy Fantasy,,
3260,8293,Howards End (1992),Drama,,
3267,9367,"Mariachi, El (1992)",Action Crime Thriller Western,,
3273,4234,Scream 3 (2000),Comedy Horror Mystery Thriller,,
3275,8374,"Boondock Saints, The (2000)",Action Crime Drama Thriller,,
3276,29076,Gun Shy (2000),Comedy,,
3285,1907,"Beach, The (2000)",Adventure Drama,,
3286,15489,Snow Day (2000),Comedy,,
3287,15655,"Tigger Movie, The (2000)",Animation Children,,
3298,14181,Boiler Room (2000),Crime Drama Thriller,,
3299,10385,Hanging Up (2000),Comedy Drama,,
3300,2787,Pitch Black (2000),Horror Sci-Fi Thriller,,
3301,2069,"Whole Nine Yards, The (2000)",Comedy Crime,,
3316,2155,Reindeer Games (2000),Action Thriller,,
3317,11004,Wonder Boys (2000),Comedy Drama,,
3324,25166,Drowning Mona (2000),Comedy,,
3325,1831,"Next Best Thing, The (2000)",Comedy Drama,,
3326,10416,What Planet Are You From? (2000),Comedy Sci-Fi,,
3327,14271,Beyond the Mat (1999),Documentary,,
3328,4816,Ghost Dog: The Way of the Samurai (1999),Crime Drama,,
3354,2067,Mission to Mars (2000),Sci-Fi,,
3355,622,"Ninth Gate, The (1999)",Fantasy Horror Mystery Thriller,,
3363,838,American Graffiti (1973),Comedy Drama,,
3386,820,JFK (1991),Drama Mystery Thriller,,
3390,58048,Shanghai Surprise (1986),Adventure Crime Drama Romance,,
3396,11176,"Muppet Movie, The (1979)",Adventure Children Comedy Musical,,
3403,24575,Raise the Titanic (1980),Drama Thriller,,
3408,462,Erin Brockovich (2000),Drama,,
3409,9532,Final Destination (2000),Drama Thriller,,
3421,8469,Animal House (1978),Comedy,,
3422,27995,She's Gotta Have It (1986),Comedy Romance,,
3423,36739,School Daze (1988),Drama,,
3424,925,Do the Right Thing (1989),Drama,,
3425,41823,Mo' Better Blues (1990),Drama Musical,,
3439,1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action Children Fantasy,,
3440,1499,Teenage Mutant Ninja Turtles III (1993),Action Adventure Children Comedy Fantasy,,
3441,1880,Red Dawn (1984),Action Drama War,,
3444,11690,Bloodsport (1988),Action,,
3448,801,"Good Morning, Vietnam (1987)",Comedy Drama War,,
3452,2085,Romeo Must Die (2000),Action Crime Romance Thriller,,
3453,13539,Here on Earth (2000),Drama Romance,,
3454,16222,Whatever It Takes (2000),Comedy Romance,,
3462,3082,Modern Times (1936),Comedy Drama Romance,,
3467,24748,Hud (1963),Drama Western,,
3468,990,"Hustler, The (1961)",Drama,,
3471,840,Close Encounters of the Third Kind (1977),Adventure Drama Sci-Fi,,
3478,16620,"Bamba, La (1987)",Drama,,
3479,526,Ladyhawke (1985),Adventure Fantasy Romance,,
3481,243,High Fidelity (2000),Comedy Drama Romance,,
3483,10501,"Road to El Dorado, The (2000)",Animation Children,,
3484,11478,"Skulls, The (2000)",Thriller,,
3489,879,Hook (1991),Adventure Comedy Fantasy,,
3503,593,Solaris (Solyaris) (1972),Drama Mystery Sci-Fi,,
3504,10774,Network (1976),Comedy Drama,,
3510,10559,Frequency (2000),Drama Thriller,,
3511,20697,Ready to Rumble (2000),Comedy,,
3512,2621,Return to Me (2000),Drama Romance,,
3519,17339,Force 10 from Navarone (1978),Action Drama War,,
3527,106,Predator (1987),Action Sci-Fi Thriller,,
3528,10333,"Prince of Tides, The (1991)",Drama Romance,,
3529,11027,"Postman Always Rings Twice, The (1981)",Crime Thriller,,
3534,10468,28 Days (2000),Drama,,
3535,1359,American Psycho (2000),Crime Horror Mystery Thriller,,
3536,4967,Keeping the Faith (2000),Comedy Drama Romance,,
3538,10557,East is East (1999),Comedy,,
3543,13776,Diner (1982),Comedy Drama,,
3552,11977,Caddyshack (1980),Comedy,,
3553,18041,Gossip (2000),Drama Thriller,,
3554,14736,Love and Basketball (2000),Drama Romance,,
3555,3536,U-571 (2000),Action Thriller War,,
3556,1443,"Virgin Suicides, The (1999)",Drama Romance,,
3564,889,"Flintstones in Viva Rock Vegas, The (2000)",Children Comedy,,
3565,10564,Where the Heart Is (2000),Comedy Drama,,
3568,125537,Smiling Fish and Goat on Fire (1999),Comedy Romance,,
3578,98,Gladiator (2000),Action Adventure Drama,,
3581,11129,Human Traffic (1999),Comedy,,
3593,5491,Battlefield Earth (2000),Action Sci-Fi,,
3594,10560,Center Stage (2000),Drama Musical,,
3596,19419,Screwed (2000),Comedy,,
3597,23531,Whipped (2000),Comedy,,
3615,10567,Dinosaur (2000),Adventure Animation Children,,
3616,10642,Loser (2000),Comedy Romance,,
3617,9285,Road Trip (2000),Comedy,,
3618,10569,Small Time Crooks (2000),Comedy Crime,,
3623,955,Mission: Impossible II (2000),Action Adventure Thriller,,
3624,8584,Shanghai Noon (2000),Action Adventure Comedy Western,,
3633,668,On Her Majesty's Secret Service (1969),Action Adventure Romance Thriller,,
3635,691,"Spy Who Loved Me, The (1977)",Action Adventure Thriller,,
3638,698,Moonraker (1979),Action Adventure Sci-Fi Thriller,,
3639,682,"Man with the Golden Gun, The (1974)",Action Adventure Thriller,,
3646,9600,Big Momma's House (2000),Comedy,,
3671,11072,Blazing Saddles (1974),Comedy Western,,
3672,23069,Benji (1974),Adventure Children,,
3676,985,Eraserhead (1977),Drama Horror,,
3686,1551,Flatliners (1990),Horror Sci-Fi Thriller,,
3688,10246,Porky's (1982),Comedy,,
3693,15239,"Toxic Avenger, The (1985)",Comedy Horror,,
3694,28165,"Toxic Avenger, Part II, The (1989)",Comedy Horror,,
3697,169,Predator 2 (1990),Action Sci-Fi Thriller,,
3698,865,"Running Man, The (1987)",Action Sci-Fi,,
3702,9659,Mad Max (1979),Action Adventure Sci-Fi,,
3703,8810,"Road Warrior, The (Mad Max 2) (1981)",Action Adventure Sci-Fi Thriller,,
3704,9355,Mad Max Beyond Thunderdome (1985),Action Adventure Sci-Fi,,
3707,10068,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama Romance,,
3708,11495,Firestarter (1984),Horror Thriller,,
3710,10117,Action Jackson (1988),Action Comedy Crime Thriller,,
3717,9679,Gone in 60 Seconds (2000),Action Crime,,
3730,592,"Conversation, The (1974)",Drama Mystery,,
3740,6978,Big Trouble in Little China (1986),Action Adventure Comedy Fantasy,,
3743,10571,Boys and Girls (2000),Comedy Romance,,
3744,479,Shaft (2000),Action Crime Thriller,,
3745,7450,Titan A.E. (2000),Action Adventure Animation Children Sci-Fi,,
3747,25636,Jesus' Son (1999),Drama,,
3751,7443,Chicken Run (2000),Animation Children Comedy,,
3752,2123,"Me, Myself & Irene (2000)",Adventure Comedy,,
3753,2024,"Patriot, The (2000)",Action Drama War,,
3754,17711,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure Animation Children Comedy Fantasy,,
3755,2133,"Perfect Storm, The (2000)",Drama Thriller,,
3760,11598,"Kentucky Fried Movie, The (1977)",Comedy,,
3761,9702,"Blood In, Blood Out (1993)",Action Crime Drama Thriller,,
3774,16096,House Party 2 (1991),Comedy Drama Romance,,
3784,4244,"Kid, The (2000)",Comedy Fantasy,,
3786,20770,But I'm a Cheerleader (1999),Comedy,,
3790,23655,Groove (2000),Drama,,
3791,1788,Footloose (1984),Drama,,
3792,32275,Duel in the Sun (1946),Drama Romance Western,,
3793,36657,X-Men (2000),Action Adventure Sci-Fi,,
3794,44490,Chuck & Buck (2000),Comedy Drama,,
3797,36047,"In Crowd, The (2000)",Thriller,,
3798,2655,What Lies Beneath (2000),Drama Horror Mystery,,
3812,11624,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy,,
3821,12107,Nutty Professor II: The Klumps (2000),Comedy,,
3824,10641,Autumn in New York (2000),Drama Romance,,
3825,6282,Coyote Ugly (2000),Comedy Drama Romance,,
3826,9383,Hollow Man (2000),Horror Sci-Fi Thriller,,
3827,5551,Space Cowboys (2000),Action Adventure Comedy Sci-Fi,,
3830,27723,Psycho Beach Party (2000),Comedy Horror Thriller,,
3833,33468,"Brain That Wouldn't Die, The (1962)",Horror Sci-Fi,,
3837,15158,Phantasm II (1988),Action Fantasy Horror Sci-Fi Thriller,,
3857,10391,Bless the Child (2000),Thriller,,
3858,14195,Cecil B. DeMented (2000),Comedy,,
3861,10393,"Replacements, The (2000)",Comedy,,
3863,8843,"Cell, The (2000)",Drama Horror Thriller,,
3864,10643,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action Adventure Sci-Fi,,
3865,23618,"Original Kings of Comedy, The (2000)",Comedy Documentary,,
3869,37137,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,,
3879,11398,"Art of War, The (2000)",Action Thriller,,
3882,1588,Bring It On (2000),Comedy,,
3884,19150,"Crew, The (2000)",Comedy,,
3889,12211,Highlander: Endgame (Highlander IV) (2000),Action Adventure Fantasy,,
3893,10480,Nurse Betty (2000),Comedy Crime Drama Romance Thriller,,
3895,10685,"Watcher, The (2000)",Crime Thriller,,
3896,1619,"Way of the Gun, The (2000)",Crime Thriller,,
3897,786,Almost Famous (2000),Drama,,
3901,18074,Duets (2000),Comedy Drama,,
3908,12212,Urban Legends: Final Cut (2000),Horror,,
3909,14629,Woman on Top (2000),Comedy Romance,,
3910,16,Dancer in the Dark (2000),Drama Musical,,
3911,13785,Best in Show (2000),Comedy,,
3914,22597,"Broken Hearts Club, The (2000)",Drama,,
3916,10637,Remember the Titans (2000),Drama,,
3917,9003,Hellraiser (1987),Horror,,
3943,24664,Bamboozled (2000),Comedy,,
3945,20455,Digimon: The Movie (2000),Adventure Animation Children,,
3946,10461,Get Carter (2000),Action Drama Thriller,,
3948,1597,Meet the Parents (2000),Comedy,,
3949,641,Requiem for a Dream (2000),Drama,,
3952,6521,"Contender, The (2000)",Drama Thriller,,
3955,16888,"Ladies Man, The (2000)",Comedy,,
3967,71,Billy Elliot (2000),Drama,,
3968,1636,Bedazzled (2000),Comedy,,
3969,10647,Pay It Forward (2000),Drama,,
3972,12207,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action Comedy,,
3973,11531,Book of Shadows: Blair Witch 2 (2000),Crime Horror Mystery Thriller,,
3974,24100,"Little Vampire, The (2000)",Adventure Children,,
3977,4327,Charlie's Angels (2000),Action Comedy,,
3978,4958,"Legend of Bagger Vance, The (2000)",Drama Romance,,
3979,9678,Little Nicky (2000),Comedy,,
3980,11978,Men of Honor (2000),Drama,,
3981,8870,Red Planet (2000),Action Sci-Fi Thriller,,
3983,14295,You Can Count on Me (2000),Drama Romance,,
3984,681,Diamonds Are Forever (1971),Action Adventure Thriller,,
3986,8452,"6th Day, The (2000)",Action Sci-Fi Thriller,,
3988,8871,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children Comedy Fantasy,,
3990,16340,Rugrats in Paris: The Movie (2000),Animation Children Comedy,,
3991,10481,102 Dalmatians (2000),Children Comedy,,
3993,10876,Quills (2000),Drama Romance,,
3994,9741,Unbreakable (2000),Drama Sci-Fi,,
3996,146,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action Drama Romance,,
3998,11983,Proof of Life (2000),Drama,,
3999,11678,Vertical Limit (2000),Action Adventure,,
4000,2669,"Bounty, The (1984)",Adventure Drama,,
4005,708,"Living Daylights, The (1987)",Action Adventure Thriller,,
4007,10673,Wall Street (1987),Drama,,
4008,2604,Born on the Fourth of July (1989),Drama War,,
4009,10132,Talk Radio (1988),Drama,,
4011,107,Snatch (2000),Comedy Crime Thriller,,
4014,392,Chocolat (2000),Drama Romance,,
4015,8859,"Dude, Where's My Car? (2000)",Comedy Sci-Fi,,
4016,11688,"Emperor's New Groove, The (2000)",Adventure Animation Children Comedy Fantasy,,
4017,12509,Pollock (2000),Drama,,
4018,3981,What Women Want (2000),Comedy Romance,,
4019,711,Finding Forrester (2000),Drama,,
4022,8358,Cast Away (2000),Drama,,
4023,5994,"Family Man, The (2000)",Comedy Drama Romance,,
4024,25520,"House of Mirth, The (2000)",Romance,,
4025,1493,Miss Congeniality (2000),Comedy Crime,,
4027,134,"O Brother, Where Art Thou? (2000)",Adventure Comedy Crime,,
4030,10577,Dracula 2000 (2000),Horror,,
4031,21355,All the Pretty Horses (2000),Drama Romance Western,,
4032,29122,"Everlasting Piece, An (2000)",Comedy,,
4033,11973,Thirteen Days (2000),Drama Thriller War,,
4034,1900,Traffic (2000),Crime Drama Thriller,,
4035,44853,"Claim, The (2000)",Romance Western,,
4036,10873,Shadow of the Vampire (2000),Drama Horror,,
4047,10655,Gettysburg (1993),Drama War,,
4052,9989,Antitrust (2001),Crime Drama Thriller,,
4053,18828,Double Take (2001),Action Comedy,,
4054,9816,Save the Last Dance (2001),Drama Romance,,
4056,5955,"Pledge, The (2001)",Crime Drama Mystery Thriller,,
4062,11191,Mystic Pizza (1988),Comedy Drama Romance,,
4069,2018,"Wedding Planner, The (2001)",Comedy Romance,,
4084,96,Beverly Hills Cop II (1987),Action Comedy Crime Thriller,,
4085,90,Beverly Hills Cop (1984),Action Comedy Crime Drama,,
4090,19933,"Brave Little Toaster, The (1987)",Animation Children,,
4105,764,"Evil Dead, The (1981)",Fantasy Horror Thriller,,
4116,34101,Hollywood Shuffle (1987),Comedy,,
4123,12704,Ishtar (1987),Comedy,,
4124,580,Jaws: The Revenge (1987),Horror Thriller,,
4128,1547,"Lost Boys, The (1987)",Comedy Horror Thriller,,
4141,24940,Head Over Heels (2001),Comedy Romance,,
4143,10984,Valentine (2001),Horror Mystery,,
4149,10878,Saving Silverman (Evil Woman) (2001),Comedy Romance,,
4153,16300,Down to Earth (2001),Comedy Fantasy Romance,,
4154,19405,Recess: School's Out (2001),Animation Children,,
4155,1921,Sweet November (2001),Drama Romance,,
4158,23685,Monkeybone (2001),Animation Comedy Fantasy,,
4159,12138,3000 Miles to Graceland (2001),Action Thriller,,
4160,48217,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama Romance,,
4161,6073,"Mexican, The (2001)",Action Comedy,,
4164,25208,"Caveman's Valentine, The (2001)",Drama,,
4167,2749,15 Minutes (2001),Thriller,,
4168,10050,Get Over It (2001),Comedy Romance,,
4189,2428,"Greatest Story Ever Told, The (1965)",Drama,,
4190,22013,Elmer Gantry (1960),Drama,,
4200,9594,Double Impact (1991),Action,,
4203,2453,Harley Davidson and the Marlboro Man (1991),Action Crime Drama,,
4204,33676,Losin' It (1983),Comedy,,
4218,21309,River's Edge (1986),Crime Drama,,
4223,853,Enemy at the Gates (2001),Drama War,,
4224,10877,Exit Wounds (2001),Action Thriller,,
4226,77,Memento (2000),Mystery Thriller,,
4228,10833,Heartbreakers (2001),Comedy Crime Romance,,
4229,20309,Say It Isn't So (2001),Comedy Romance,,
4231,12658,Someone Like You (2001),Comedy Romance,,
4232,10054,Spy Kids (2001),Action Adventure Children Comedy,,
4233,10646,Tomcats (2001),Comedy,,
4234,2575,"Tailor of Panama, The (2001)",Drama Thriller,,
4235,55,Amores Perros (Love's a Bitch) (2000),Drama Thriller,,
4238,2043,Along Came a Spider (2001),Action Crime Mystery Thriller,,
4239,4133,Blow (2001),Crime Drama,,
4240,56715,Just Visiting (2001),Comedy Fantasy,,
4241,10991,Pokémon 3: The Movie (2001),Animation Children,,
4243,26791,Brigham City (2001),Crime Drama Mystery,,
4246,634,Bridget Jones's Diary (2001),Comedy Drama Romance,,
4247,10956,Joe Dirt (2001),Adventure Comedy Mystery Romance,,
4248,19366,Josie and the Pussycats (2001),Comedy,,
4252,13898,"Circle, The (Dayereh) (2000)",Drama,,
4254,9290,Crocodile Dundee in Los Angeles (2001),Comedy Drama,,
4255,13166,Freddy Got Fingered (2001),Comedy,,
4262,111,Scarface (1983),Action Crime Drama,,
4265,10477,Driven (2001),Action Thriller,,
4268,24113,Town & Country (2001),Comedy,,
4270,1734,"Mummy Returns, The (2001)",Action Adventure Comedy Thriller,,
4275,849,Krull (1983),Action Adventure Fantasy Sci-Fi,,
4299,9476,"Knight's Tale, A (2001)",Action Comedy Romance,,
4305,5852,Angel Eyes (2001),Romance Thriller,,
4306,808,Shrek (2001),Adventure Animation Children Comedy Fantasy Romance,,
4308,824,Moulin Rouge (2001),Drama Musical Romance,,
4310,676,Pearl Harbor (2001),Action Drama Romance War,,
4340,11090,"Animal, The (2001)",Comedy,,
4344,9705,Swordfish (2001),Action Crime Drama,,
4349,10364,Catch-22 (1970),Comedy War,,
4361,9576,Tootsie (1982),Comedy Romance,,
4366,10865,Atlantis: The Lost Empire (2001),Adventure Animation Children Fantasy,,
4367,1995,Lara Croft: Tomb Raider (2001),Action Adventure,,
4368,10808,Dr. Dolittle 2 (2001),Comedy,,
4369,9799,"Fast and the Furious, The (2001)",Action Crime Thriller,,
4370,644,A.I. Artificial Intelligence (2001),Adventure Drama Sci-Fi,,
4371,16161,Baby Boy (2001),Crime Drama,,
4372,10691,Crazy/Beautiful (2001),Drama Romance,,
4373,10615,Pootie Tang (2001),Comedy,,
4378,11826,Sexy Beast (2000),Crime Drama,,
4386,10992,Cats & Dogs (2001),Children Comedy,,
4387,2140,Kiss of the Dragon (2001),Action,,
4388,4248,Scary Movie 2 (2001),Comedy,,
4406,11697,"Man Who Shot Liberty Valance, The (1962)",Crime Drama Western,,
4407,6106,Salvador (1986),Drama Thriller War,,
4422,10238,Cries and Whispers (Viskningar och rop) (1972),Drama,,
4428,11536,"Misfits, The (1961)",Comedy Drama Romance Western,,
4429,10339,Moby Dick (1956),Drama,,
4442,13938,"Last Dragon, The (1985)",Action Comedy Drama,,
4446,2114,Final Fantasy: The Spirits Within (2001),Adventure Animation Fantasy Sci-Fi,,
4447,8835,Legally Blonde (2001),Comedy Romance,,
4448,11371,"Score, The (2001)",Action Drama,,
4450,9517,Bully (2001),Crime Drama Thriller,,
4452,15745,Made (2001),Comedy,,
4453,24977,Michael Jordan to the Max (2000),Documentary IMAX,,
4482,17170,"Bright Lights, Big City (1988)",Drama,,
4517,49365,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),Horror Mystery Thriller,,
4519,12144,"Land Before Time, The (1988)",Adventure Animation Children Fantasy,,
4526,12120,My Stepmother Is an Alien (1988),Comedy Romance Sci-Fi,,
4533,10925,"Return of the Living Dead, The (1985)",Comedy Horror Sci-Fi,,
4535,24266,"Man from Snowy River, The (1982)",Drama Romance Western,,
4553,8337,They Live (1988),Action Sci-Fi Thriller,,
4558,9493,Twins (1988),Comedy,,
4571,1648,Bill & Ted's Excellent Adventure (1989),Adventure Comedy Sci-Fi,,
4572,4105,Black Rain (1989),Action Crime Drama,,
4623,9942,Major League (1989),Comedy,,
4628,9686,New York Stories (1989),Comedy Drama,,
4638,331,Jurassic Park III (2001),Action Adventure Sci-Fi Thriller,,
4639,11467,America's Sweethearts (2001),Comedy Romance,,
4640,327,Brother (2000),Action Crime Thriller,,
4641,1548,Ghost World (2001),Comedy Drama,,
4642,13403,Hedwig and the Angry Inch (2000),Comedy Drama Musical,,
4643,869,Planet of the Apes (2001),Action Adventure Drama Sci-Fi,,
4645,36095,Cure (1997),Crime Horror Thriller,,
4654,10135,Road House (1989),Action Drama,,
4661,12150,Sea of Love (1989),Crime Drama Thriller,,
4673,9618,Tango & Cash (1989),Action Comedy Crime Thriller,,
4676,22102,Troop Beverly Hills (1989),Comedy,,
4678,11959,UHF (1989),Comedy,,
4690,2148,"Cotton Club, The (1984)",Crime Musical,,
4699,2057,Original Sin (2001),Drama Romance Thriller,,
4700,9880,"Princess Diaries, The (2001)",Children Comedy Romance,,
4701,5175,Rush Hour 2 (2001),Action Comedy,,
4709,20391,Paint Your Wagon (1969),Comedy Musical Western,,
4718,2770,American Pie 2 (2001),Comedy,,
4719,12610,Osmosis Jones (2001),Action Animation Comedy Crime Drama Romance Thriller,,
4720,1933,"Others, The (2001)",Drama Horror Mystery Thriller,,
4721,13496,American Outlaws (2001),Action Comedy Western,,
4725,10972,Session 9 (2001),Horror Thriller,,
4727,1722,Captain Corelli's Mandolin (2001),Drama Romance War,,
4728,9896,Rat Race (2001),Comedy,,
4732,9683,Bubble Boy (2001),Comedy,,
4733,2779,"Curse of the Jade Scorpion, The (2001)",Comedy,,
4734,2294,Jay and Silent Bob Strike Back (2001),Adventure Comedy,,
4735,10016,Ghosts of Mars (2001),Horror Sci-Fi Thriller,,
4736,26602,Summer Catch (2001),Comedy Drama Romance,,
4744,8922,Jeepers Creepers (2001),Horror,,
4745,11065,O (2001),Drama,,
4749,18885,3 Ninjas Kick Back (1994),Action Children Comedy,,
4756,11370,"Musketeer, The (2001)",Action Adventure Drama Romance,,
4757,12508,Rock Star (2001),Comedy Drama Musical,,
4759,25462,Two Can Play That Game (2001),Comedy Drama,,
4765,18734,L.I.E. (2001),Drama,,
4770,2176,"Glass House, The (2001)",Thriller,,
4771,20857,Hardball (2001),Drama,,
4772,22617,Dinner Rush (2000),Drama,,
4774,2185,Big Trouble (2002),Comedy Crime,,
4775,10696,Glitter (2001),Drama Musical Romance,,
4776,2034,Training Day (2001),Crime Drama Thriller,,
4799,11576,"It's a Mad, Mad, Mad, Mad World (1963)",Action Adventure Comedy Crime,,
4804,248,Pocketful of Miracles (1961),Comedy Drama,,
4814,12103,Don't Say a Word (2001),Thriller,,
4815,11313,Hearts in Atlantis (2001),Drama,,
4816,9398,Zoolander (2001),Comedy,,
4821,10866,Joy Ride (2001),Adventure Thriller,,
4822,34549,Max Keeble's Big Move (2001),Children Comedy,,
4823,9778,Serendipity (2001),Comedy Romance,,
4831,40932,Can't Stop the Music (1980),Comedy Musical,,
4835,16769,Coal Miner's Daughter (1980),Drama,,
4844,3172,Bandits (2001),Comedy Crime Romance,,
4845,17708,Corky Romano (2001),Comedy Crime,,
4848,1018,Mulholland Drive (2001),Crime Drama Film-Noir Mystery Thriller,,
4857,14811,Fiddler on the Roof (1971),Drama Musical,,
4865,768,From Hell (2001),Crime Horror Mystery Thriller,,
4866,2100,"Last Castle, The (2001)",Action,,
4867,11091,Riding in Cars with Boys (2001),Comedy Drama,,
4874,167,K-PAX (2001),Drama Fantasy Mystery Sci-Fi,,
4876,9378,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),Horror Thriller,,
4878,141,Donnie Darko (2001),Drama Mystery Sci-Fi Thriller,,
4879,10034,High Heels and Low Lifes (2001),Action Comedy Crime Drama,,
4880,11457,Life as a House (2001),Drama,,
4885,11456,Domestic Disturbance (2001),Thriller,,
4886,585,"Monsters, Inc. (2001)",Adventure Animation Children Comedy Fantasy,,
4887,10796,"One, The (2001)",Action Sci-Fi Thriller,,
4890,9889,Shallow Hal (2001),Comedy Fantasy Romance,,
4896,671,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure Children Fantasy,,
4898,20794,Novocaine (2001),Comedy Crime Mystery Thriller,,
4899,11469,Black Knight (2001),Adventure Comedy Fantasy,,
4900,14369,Out Cold (2001),Comedy,,
4901,1535,Spy Game (2001),Action Crime Drama Thriller,,
4903,1999,In the Bedroom (2001),Drama,,
4915,16441,"Beastmaster, The (1982)",Action Adventure Fantasy,,
4919,10656,Subway (1985),Crime Drama Romance Thriller,,
4932,11033,Dressed to Kill (1980),Mystery Thriller,,
4941,3604,Flash Gordon (1980),Action Adventure Sci-Fi,,
4958,8007,Behind Enemy Lines (2001),Action Drama War,,
4962,13503,Texas Rangers (2001),Adventure Western,,
4963,161,Ocean's Eleven (2001),Crime Thriller,,
4965,31064,"Business of Strangers, The (2001)",Action Drama Thriller,,
4973,194,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy Romance,,
4974,11397,Not Another Teen Movie (2001),Comedy,,
4975,1903,Vanilla Sky (2001),Mystery Romance Sci-Fi Thriller,,
4976,11889,Iris (2001),Drama,,
4979,9428,"Royal Tenenbaums, The (2001)",Comedy Drama,,
4980,1649,Bill & Ted's Bogus Journey (1991),Adventure Comedy Fantasy Sci-Fi,,
4985,24264,Sheena (1984),Action Adventure Fantasy,,
4989,8386,How High (2001),Comedy,,
4990,12589,Jimmy Neutron: Boy Genius (2001),Adventure Animation Children Comedy,,
4991,12312,Joe Somebody (2001),Comedy Drama Romance,,
4992,11232,Kate & Leopold (2001),Comedy Romance,,
4993,120,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure Fantasy,,
4994,11086,"Majestic, The (2001)",Comedy Drama Romance,,
4995,453,"Beautiful Mind, A (2001)",Drama Romance,,
5009,8489,Ali (2001),Drama,,
5010,855,Black Hawk Down (2001),Action Drama War,,
5012,10269,Yentl (1983),Drama Musical Romance,,
5013,5279,Gosford Park (2001),Comedy Drama Mystery,,
5014,10950,I Am Sam (2001),Drama,,
5015,1365,Monster's Ball (2001),Drama Romance,,
5016,6440,"Shipping News, The (2001)",Drama,,
5039,848,Dragonslayer (1981),Action Adventure Fantasy,,
5040,9610,Conan the Destroyer (1984),Action Adventure Fantasy,,
5046,4965,Impostor (2002),Action Drama Sci-Fi Thriller,,
5047,11891,Kung Pow: Enter the Fist (2002),Action Comedy,,
5048,11888,Snow Dogs (2002),Adventure Children Comedy,,
5064,11362,The Count of Monte Cristo (2002),Action Adventure Drama Thriller,,
5065,2637,"Mothman Prophecies, The (2002)",Drama Fantasy Horror Mystery Thriller,,
5066,10229,"Walk to Remember, A (2002)",Drama Romance,,
5076,34723,"Adventures of Huck Finn, The (1993)",Adventure Children Comedy Drama,,
5080,20009,Slackers (2002),Comedy,,
5081,2084,Birthday Girl (2001),Drama Romance,,
5092,11870,Big Fat Liar (2002),Children Comedy,,
5093,9884,Collateral Damage (2002),Action Thriller,,
5094,11535,Rollerball (2002),Action Sci-Fi,,
5096,11212,Baby's Day Out (1994),Comedy,,
5106,17130,Crossroads (2002),Comedy Musical Romance,,
5107,10592,Hart's War (2002),Drama War,,
5108,8470,John Q (2002),Crime Drama Thriller,,
5109,16690,Return to Never Land (2002),Adventure Animation Children,,
5110,39939,Super Troopers (2001),Comedy Crime Mystery,,
5112,14778,Last Orders (2001),Drama,,
5127,10052,Dragonfly (2002),Drama Fantasy Mystery Romance Thriller,,
5128,11979,Queen of the Damned (2002),Fantasy Horror,,
5134,9991,Mean Machine (2001),Comedy Drama,,
5135,480,Monsoon Wedding (2001),Comedy Romance,,
5139,23479,"Bad News Bears, The (1976)",Comedy,,
5151,2752,40 Days and 40 Nights (2002),Comedy Romance,,
5152,10590,We Were Soldiers (2002),Action Drama War,,
5170,13950,All About the Benjamins (2002),Action Comedy Crime,,
